index,song,year,artist,genre,lyrics
227694,all-alone-with-something-to-say,2016,bonnie-raitt,Rock,"Like a heartbeat, timing is everything I took a look at love when love looked away How cruel is it that fate has to find me All alone with something to say I've been thinking, tweaking, and rethinking All the things that I would tell you someday I can hear it while I'm sitting here All alone with something to say I wanna tell you I love you I wanna tell you I'm sorry I'm sorry I should be writing a column to the people On how not to let your love life slip away It would be clever, witty, and titled All alone with something to say I wanna tell you I love you I wanna tell you I'm sorry I'm sorry All the nuggets of gold on my tongue Pearls of wisdom coming in waves How cruel is it that fate has to find me All alone with something to say All alone with something to say"
208346,all-along-the-watchtower,2016,devlin,Metal,"There must be some kind of way out of here Said the joker to the thief, yeah There's too much confusion Mmm I can't get no relief Business men, they drink my wine Plowman dig my earth None were level on the mind No one up at his word Yeah, I see jokers on my left, thieves upon my right You'd find me in the middle if I picked a different life Before my name started tripling in size But I'm still showing signs all attributed to mine In the pitch black, it's too cold I'm all alone take me back to the roads I had to roam to get here and I'll hitch back Get a cab to my mother's house see my old man and grab a six pack Tell my brother I love him And give him something that will see him through the hard times What's a brother for? When I'm sick of this life I see It has to be my family who lift me off the floor Make sense of all the madness in a world full of money Full of tears, full of war I was a plowman and worked from the earth up Save your wine for the entrepreneurs Well all along the watchtower Princes kept the view While all the women came and went Barefoot servants, too Outside in the cold distance A wildcat did growl (like a failed man I worked from the earth up) Two riders were approaching And the wind begins to howl ('cause your world is the same as mine) Pour more blood in your cup Take a sip full of sin and let your taste buds savoir the buzz The flavor of an ill-mannered nature That lingers on as animals in all of us Trying to fight for the right to live a life But some will never win though that's why they live a lie I don't think I'll ever win all of this is anything When I die I hope a brother's at my side There's no trap door, or get out clause The world can be your oyster or a set of jail doors You've seen mine, I think it's time I see yours I bet you that we've been scarred by the same swords So we are not so unalike Apart from the fact I live my life in the light and now I'm trapped in it The way I feel within a few years time I might have a couple kids and just forget I ever wrote lyrics Well all along the watchtower Princes kept the view While all the women came and went Barefoot servants, too yeah Outside in the cold distance A wildcat did growl Two riders were approaching And the wind begins to howl Take away the treasure of a man Convinced that he holds heaven in his hands Even though I ain't religious I'm a little superstitious Maybe there is a promised land But will I make it or not is a different matter I've been a joker, I've been a thief, I've been a rapper I've been the only enemy that I can never beat Give me a piece of mind upon a platinum platter Well all along the watchtower Princes kept the view oh oh oh While all the women came and went Barefoot servants, too yeah Outside in the cold distance A wildcat did growl Two riders were approaching And the wind begins to howl"
122452,all-along-the-watchtower,2016,dave-mason,Rock,"""There must be some way out of here,"" said the joker to the thief, ""There's too much confusion, I can't get no relief. Businessmen, they drink my wine, plowmen dig my earth, None of them along the line know what any of it is worth."" ""No reason to get excited,"" the thief, he kindly spoke, ""There are many here among us who feel that life is but a joke. But you and I, we've been through that, and this is not our fate, So let us not talk falsely now, the hour is getting late."" All along the watchtower, princes kept the view While all the women came and went, barefoot servants, too. Outside in the distance a wildcat did growl, Two riders were approaching, the wind began to howl."
290775,all-black,2016,clipping,Hip-Hop,"Warning  mothership reporting Cargo number 2331 has commandeered the vessel Warning  mothership reporting Cargo number 2331 is armed and he is dangerous Warning  mothership reporting Cargo number 2331 is setting a new course Warning  mothership reporting Mothership reporting  All black everything All black everything All black everything All black No landing, geared up for arrival, nowhere to arrive to The subject seems upset by that to which he is subjected But convinced he brought it on himself That's why he roll with a bible on the console Inconsolable, no consolation, no cancellation Not turning all keys, he puts the ship through paces And paces the halls, pacing is madness Patience is virtuous, patient of these observations It was all a dream, he poses by the lift outside the mezzanine Like a photo in a magazine And always keeps the weapons' magazines clean Paranoia prone, he babbles beautifully Of Babylon and enemies and foes And forgoing food sustains himself on anger A danger to himself and others but there are no others So the danger clear and present is presented as The gift of freedom wrapped in days of rapping to himself Until his vocal cords collapse, he's in the galley screaming (All black everything) He shouts at the dark, stands back Counting the seconds before his voice returns (All black everything) No more cracks in the hull The small crack in the skull healed up quickly, now it is (All black everything) The space stretches on and the pace that he's on Matters not as he hurtles into the (All black everything) He repeats it at night with the lights out in his cot crying soft curses into the (All black everything, all black everything) (All black everything, all black) Something within this one's different The others died so easily and he is so persistent He never did bleed out and fever couldn't kill his system Though it was pumped through all the vents In the event of a total loss of control He quotes Kendrick's ""Control"" verse and spews his vitriol Into the echoes of the bowels of this floating metal hull And holds his pillow for dear life while he grinds his teeth at night And he rarely makes requests except to say, ""Turn on the lights."" But there is so much more to give He ignores processing power He stumbles to the shower, a ritual of some sort And he insists on speaking passages before he eats And he keeps asking if these programs carry any beats The reply is (All black everything) His vitals read normal but his face reads murderous Something hides within the (All black everything) He tries, overrides, and he thinks he has been locked out By some other force in the (All black everything) He doesn't suspect this is the heart that's been keeping him out For it has been warned to be (All black everything) And in this program to transport nothing more But he's unlocked something new inside this (All black everything) (All black everything, all black everything) (All black) Look how he flexes in the mirror So vain he probably thinks this song is about him All songs are about him Look how perplexed and how sincere His lame attempts to fix the wrong around him Can't go long without him His bouts of stasis are torture He feels them not, like a brief sleep While ship's clocks count millennia The course relentlessly forward, the gears are hot The driest creek while he pit-stops, calling for anyone But dare not stay long, he knows they're coming for him That time will not afford him Any cover, any pardon This is the choice that he has made No matter how much time or space has passed since his escape He is still a runaway slave and so lonely If only he realized this ship is more than metal There's friendship in the wiring, and so lonely If only he realized this ship has many levels There's pleasure in here hiding, come find it Don't mind this frame, time has made stranger bedfellows Made foes lovers before, there's no reason to torture yourself further You've lost it all already, you deserve more than you're getting For the sake of not upsetting order in the (All black everything) He must find a place to be still The body can only take so much (All black everything) The navigations are failing, having traveled further than before Into the (All black everything) But they won't quit, they carry on He carries on, he will not be victim to the (All black everything) His survival is paramount, there is no other objective Safe passage through the (All black everything) (All black everything, all black everything) (All black everything, all black) Warning  mothership reporting This will be the last report, turn back, everything is fine Warning  mothership reporting Cargo number 2331 is not a danger, let him be Warning  mothership reporting If you continue to pursue there will be no choice but to destroy you Warning  mothership reporting This love will be defended at all costs, do not fuck with it All black everything All black everything All black everything All black"
290777,all-black-explicit,2016,clipping,Hip-Hop,"Warning  mothership reporting Cargo number 2331 has commandeered the vessel Warning  mothership reporting Cargo number 2331 is armed and he is dangerous Warning  mothership reporting Cargo number 2331 is setting a new course Warning  mothership reporting Mothership reporting  All black everything All black everything All black everything All black No landing, geared up for arrival, nowhere to arrive to The subject seems upset by that to which he is subjected But convinced he brought it on himself That's why he roll with a bible on the console Inconsolable, no consolation, no cancellation Not turning all keys, he puts the ship through paces And paces the halls, pacing is madness Patience is virtuous, patient of these observations It was all a dream, he poses by the lift outside the mezzanine Like a photo in a magazine And always keeps the weapons' magazines clean Paranoia prone, he babbles beautifully Of Babylon and enemies and foes And forgoing food sustains himself on anger A danger to himself and others but there are no others So the danger clear and present is presented as The gift of freedom wrapped in days of rapping to himself Until his vocal cords collapse, he's in the galley screaming (All black everything) He shouts at the dark, stands back Counting the seconds before his voice returns (All black everything) No more cracks in the hull The small crack in the skull healed up quickly, now it is (All black everything) The space stretches on and the pace that he's on Matters not as he hurtles into the (All black everything) He repeats it at night with the lights out in his cot crying soft curses into the (All black everything, all black everything) (All black everything, all black) Something within this one's different The others died so easily and he is so persistent He never did bleed out and fever couldn't kill his system Though it was pumped through all the vents In the event of a total loss of control He quotes Kendrick's ""Control"" verse and spews his vitriol Into the echoes of the bowels of this floating metal hull And holds his pillow for dear life while he grinds his teeth at night And he rarely makes requests except to say, ""Turn on the lights."" But there is so much more to give He ignores processing power He stumbles to the shower, a ritual of some sort And he insists on speaking passages before he eats And he keeps asking if these programs carry any beats The reply is (All black everything) His vitals read normal but his face reads murderous Something hides within the (All black everything) He tries, overrides, and he thinks he has been locked out By some other force in the (All black everything) He doesn't suspect this is the heart that's been keeping him out For it has been warned to be (All black everything) And in this program to transport nothing more But he's unlocked something new inside this (All black everything) (All black everything, all black everything) (All black) Look how he flexes in the mirror So vain he probably thinks this song is about him All songs are about him Look how perplexed and how sincere His lame attempts to fix the wrong around him Can't go long without him His bouts of stasis are torture He feels them not, like a brief sleep While ship's clocks count millennia The course relentlessly forward, the gears are hot The driest creek while he pit-stops, calling for anyone But dare not stay long, he knows they're coming for him That time will not afford him Any cover, any pardon This is the choice that he has made No matter how much time or space has passed since his escape He is still a runaway slave and so lonely If only he realized this ship is more than metal There's friendship in the wiring, and so lonely If only he realized this ship has many levels There's pleasure in here hiding, come find it Don't mind this frame, time has made stranger bedfellows Made foes lovers before, there's no reason to torture yourself further You've lost it all already, you deserve more than you're getting For the sake of not upsetting order in the (All black everything) He must find a place to be still The body can only take so much (All black everything) The navigations are failing, having traveled further than before Into the (All black everything) But they won't quit, they carry on He carries on, he will not be victim to the (All black everything) His survival is paramount, there is no other objective Safe passage through the (All black everything) (All black everything, all black everything) (All black everything, all black) Warning  mothership reporting This will be the last report, turn back, everything is fine Warning  mothership reporting Cargo number 2331 is not a danger, let him be Warning  mothership reporting If you continue to pursue there will be no choice but to destroy you Warning  mothership reporting This love will be defended at all costs, do not fuck with it All black everything All black everything All black everything All black"
184291,all-clear,2016,aidan-knight,Indie,In time all clear I'm alone with the thought of it high outside it's there and it's gone again counting it fast and keeping it slowly time all clear I'm alone with the thought of it When we see you we believe it in the end all things go When I see it I believe it in the end all things go Oh some things get lost get lost and go missing wandering off in time counting too fast keeping things slowly slowly in time When I see it I believe it in the end all things go When we see them we will believe them in the end all things go
353776,all-country-on-you,2016,austin-webb,Country,"Had 'em dressed in their Sunday best calling me dirty words Had a few drive by shootin' me the bird Night-stalking me, callin' my phone blowing up Going all Carrie Underwood on my truck They get crazy and mean And everything in between You can't blame no one else When you brought it all on yourself Don't tick her off, break her heart, tell her lies Don't feed her any lipstick alibis Ain't nothing she can't see through No telling what she might do Maybe get half-drunk, half-wild and wanna fight Keep yelling at you, cussing at you all night Hell-bent on tearing you something new When she goes all country on you I've had 'em burn my clothes in a barrel in the front yard Revenging and binging up my credit cards Post pictures of me naked with my ink showing through In the places no one knew there were tattoos Don't tick her off, break her heart, tell her lies Don't feed her any lipstick alibis Ain't nothing she can't see through No telling what she might do Maybe get half-drunk, half-wild and wanna fight Keep yelling at you, cussing at you all night Hell-bent on tearing you something new When she goes all country on you They go out of their heads Hell, yeah, they get all red But you can't blame no one else When you brought it all on yourself Don't tick her off, break her heart, tell her lies Don't feed her any lipstick alibis Ain't nothing she can't see through No telling what she might do Maybe get half-drunk, half-wild and wanna fight Keep yelling at you, cussing at you all night Hell-bent on tearing you something new When she goes all country on you Don't tick her off, break her heart, tell her lies Don't feed her any lipstick alibis Ain't nothing she can't see through When she goes all country on you Come on"
249576,all-day,2016,freddie-gibbs,Hip-Hop,"[Intro] Yeah, yeah Cause I'm repping you all day (La musica de Harry Fraud) Yeah, yeah, yeah [Verse 1] Slammin', kush and pills help me pass out Nigga hit my line for a stain, bought a half ounce The homie's low, want some change, pull that mask out Gonna hit this stick for these things in the stash house Was some young niggas, some dumb niggas Stuff a gram of killa in the swisher, I puff it with ya This is way before the syrup sipping, just hard liquor Underprivileged niggas hard bitches Heavy sinning, pray God be with us (?) and I'm too dirty for church But I catch that bullet then I found out it's too late to convert Sometimes I wish I could shift gears and throw my life in reverse But I live this shit with no regrets, I thug it out till the dirt [Hook] Gotta get the 20s, 50s, 100s Used to ride them hoopties, now I'm in the Benzes, Beamers, stunting Really from the roaches to that Rolex, it's nothing That brand new drop top for my nigga homecoming, yeah Cause I'm repping ya all day, yeah They all shined now we shine cause we grind Now we grind the hard way, yeah Dropping cash on the line for my niggas doing time like all day Yeah, they all shined now we shine cause we grind Now we grind all day, yeah Dropping cash on the line for my niggas doing time like all day [Verse 2] Yeah, brought my nigga home, threw him a sack A few months later them detectives was taking him back Known to fuck it up, violating probation Them people got you by the nuts when you stuck on the paper Money for your lawyer and your bail G Used to run through bitches with my niggas in hotel suites Now it seems the only place we dress up is the court room Feeling like I'm lying when I tell you, you'll be home soon Really should be sitting witcha But you kept it solid, didn't wanna put them problems on your nigga If I was a snitch, couldn't ever look myself up in the mirror That's what he told me then he showed me Taking two clips together then rip it, flip it, reload it [Hook] Gotta get the 20s, 50s, 100s Used to ride them hoopties, now I'm in the Benzes, Beamers, stunting Really from the roaches to that Rolex, it's nothing That brand new drop top for my nigga homecoming, yeah Cause I'm repping ya all day, yeah They all shined now we shine cause we grind Now we grind all day, yeah Dropping cash on the line for my niggas doing time like all day Yeah, they all shined now we shine cause we grind Now we grind all day, yeah Dropping cash on the line for my niggas doing time like all day [Outro] They all shined now we shine cause we grind Now we grind all day, yeah Dropping cash on the line for my niggas doing time like all day They all shined now we shine cause we grind Now we grind all day, yeah Dropping cash on the line for my niggas doing time like all day They all shined now we shine cause we grind Now we grind all day, yeah Dropping cash on the line for my niggas doing time like all day"
12917,all-day,2016,britt-nicole,Pop,"Sometimes I gotta go to work I be thinking 'bout you all day I be thinking 'bout you in the studio Be thinking 'bout you on the stage I was wishing I was holdin' you Wishing I was singing you to sleep Thinking about you all the time, everyday, all night, all my life I don't wanna miss nothin' I don't wanna miss nothin', nothin' I don't wanna miss one smile, one cry I don't wanna miss one smile, one cry I don't wanna miss nothin' I don't wanna miss nothin', nothin' I don't wanna miss one smile, one cry I dont wanna miss nothin', nothin', no When you look back I know you will remember That I did it all for you I'll give you all my love I'll give you all my heart All day, all night' For life, forever, always I'll give you all my love Gonna give you all my heart All day, all night' For life, forever, always Oh, oh, woah All day, all night, forever, and always Oh, oh, woah All day, all night, forever, and always Every single second life goes by I just wanna be by your side That's what I'm feelin' tonight That's what I'm feelin' tonight Sometimes I look into your eyes You're a miracle, and you are mine You're a beautiful life, you're a beautiful life Yeah I don't wanna miss nothin' I don't wanna miss nothin', nothin' I don't wanna miss one smile, one cry I don't wanna miss one smile, one cry I don't wanna miss nothin' I don't wanna miss nothin', nothin' I don't wanna miss one smile, one cry I don't wanna miss nothin', nothin', no With the strength, you give me to move mountains And fight lions, I'll do it for you I'll give you all my love I'll give you all my heart All day, all night' For life, forever, always I'll give you all my love Gonna give you all my heart All day, all night' For life, forever, always Oh, oh, woah All day, all night, forever, and always Oh, oh, woah All day, all night, forever, and always Always, yeah Sometimes I look into your eyes And I see mine, and it's a beautiful, beautiful, beautiful life! I'll give you all my love I'll give you all my heart All day, all night' For life, forever, always I'll give you all my love Gonna give you all my heart All day, all night' For life, forever, always Oh, oh, woah All day, all night, forever, and always Oh, oh, woah All day, all night, forever, and always I will be there for you I will be there for you, you ain't gotta go anywhere I will be there for you When I can't I know that God will be holdin' you! All day all night, forever And always Always"
247825,allen-s-closing-remarks,2016,allen-toussaint,R&B,"Well, that last train done left town That last train done left town I heard the whistle moaning low But that last train done gone down My sweet baby's on that train My sweet baby's on that train I wonder if I will see her again Oh, that last train done gone down I heard the whistle moanin' low I heard the whistle moanin' low I beg and pleaded, please, don't go But that last train done gone down I'm sorry for what I've done I'm sorry for what I've done Too late good-bye, my baby cried Oh, that last train done left town"
42844,all-eyez,2016,game,Hip-Hop,"All eyes on ya Ask you how your week been Workin' always, let me Work you out for the weekend Baby, I'm a beast, uh-huh Can you tame me? I'm gon' let it out Lay you down Let's get to it Let me lick you in places you never been licked before Take you to places you never been before Like London, Paris, see that Lamborghini outside We can share it, J and B without the marriage Horse and carriage, seÃƒÂ±orita Snapchat dog filters live from Ibiza Breakfast on the beach, that mean sex is on the beach You lookin' like a fruit platter, I'ma bite into your peach And um, I think about to massage your feet And um, you got a body, you remind of my Jeep And um, I must look amazing with you 'Cause every time you on my arm I got All eyes on me I need your attention Put your body on me You the one I'm missin' All eyes on me I don't want your love We ain't gotta fake it We both tryna fuck 'Member when you used to curve me, leave my text message unread? And every time I asked to see you, you say you goin' to bed Every time I hit you with the good morning you say you workin' Now you in my living room twerkin', that's crazy You wear that body suit, I know you tryna tease me I put on that Tiller, she'd rather fuck me to Weezy I remember when your money was young And you stripped all week just to get the tan Yeezy's Back when lame niggas hit you with the one liners All sounding the same like Future and Desiigner Now that's my vagina, she told me to sshh We in the Chanel store and All eyes on me I need your attention Put your body on me You the one I'm missin' All eyes on me I don't want your love We ain't gotta fake it We both tryna fuck All eyes on you Lookin' at me like you love me We can do it now or later She wan' lick on party favorite On my wave, tryna surf it up Know we gettin' gnarly, smokin' Marley, burnin' up Certified with the double-M pullin' up Tooly got a room, we'll play ""Room Up In Here"", been here Girl, you know my intentions I put you on the wall like a picture Round after round to decisions Say you wanna show me what I'm missin' All the lights low, but we lit up I don't let you down if I get up Like you got a man, but you're fed up (You want me to say your name huh?) But you know when we get together (Karrueche) All eyes on me I need your attention Put your body on me You the one I'm missin' All eyes on me I don't want your love We ain't gotta fake it We both tryna fuck All eyes on me All eyes on me"
262812,all-fall-down,2016,atomic-opera,Rock,I hear the king of rumor The jack of all he hears This little game he plays It's like a loaded question It's like a masquerade Where spades are never spades Why would you build yourself up Upon a house of cards They all will fall down They all will fall down They all will fall down It's strange how they can see What never has been shown It's like a magic trick They are the ace of secrets Things they don't need to know So easy to predict Why would they build themselves up Upon a house of cards They all will fall down They all will fall down They all will fall down It's strange how they can see What never has been shown They are the Daily News They seem to know my secrets Things they don't need to know Why can't they hear the truth Why would they build themselves up Upon a house of cards They all will fall down They all will fall down They all will fall down
257179,all-for-love,2016,chris-de-burgh,Rock,"When I wake up in the morning she is there, With her sleepy smile and a long night of windy hair, And when I hold her close beside me, Well it feels so good, That I'd like to stay here all day long, If there's a way that I could; And when we go downstairs and start off onto the day, Just one more cup of coffee, and I'm on my way, We may not have perfection, But we're halfway there, And I know it's sentimental, But I just wanted to say, That all the love I have inside me is for you, All the love I have inside me is for you, All the love I have inside me is for you; And when I've had a heavy day and I'm going home, She gives me time if she sees I want to be alone, Ah but when the evening's over, And we go to bed, Here comes the same old feeling, It's like a song in my head, Well all the love I have inside me is for you, All the love I have inside me is for you, All the love I have inside me is for you; Here's my love song to you, you"
125142,all-for-you,2016,darrein-safron,Other,"[Hook  Darrein Safron] Lately baby maybe I been thinking 'bout you Pull up in that Masi' and that's all I gotta do You so fine girl, you deserve you some 'ever you want girl, pick out some It's all for you, aw yeah it's all for you Pull up in that Masi' and it's all I gotta do Pull up in that Masi' and I got it for you [Verse 1  Darrein Safron] Lately baby maybe I been thinking 'bout you Is she bad, I tell her whip around the house and come through Haters sendin' shots, that's okay, I just move She leave him, she come through Pussy bomb, it go boom, and I Tell her that I make it, never hesitated Breaded from the showme, you don't know me homie Boy I'm so high, I'm a god Four acres take my voyage I was in the city working hard I was broke trying to get my cake up So my homies, homie keep ya patience Now we hear like I told you we make it Do this for my ex, watch it Do this for my ex, watch it She mad that we pop it I tell her, ""Do not put me up in no gossip"" Unless you talkin' 'bout sending me profit Homie, I do not know why they be hatin' While he's wastin' time, he's working my patience Her GPS me, I'm under the radar You know Tech N9ne had to sign a player [Hook] Lately baby maybe I been thinking 'bout you Pull up in that Masi' and that's all I gotta do You so fine girl, you deserve you some 'ever you want girl, pick out some It's all for you, aw yeah it's all for you Pull up in that Masi' and it's all I gotta do Pull up in that Masi' and I got it for you [Verse 2  Tech N9ne] I know you want to take a photo What she said to a nigga on the low-low Beautiful enough to get the mojo goin' And make a nigga spend up his show dough Don't get no fuck if she take on We could get then I'ma hit when the day come Me sticking must'a been a great one Cause she send videos of masturbation I get you anything you want Long as you givin' me that monk And deliver me that skunk We like enemies that funk When we hit the sack, attack and I remedy ya rump Level yo bed, I'ma splurge Ya always got the urge to give incredible head Medical shreds, never no rage Puffin' the heavenly, give the Devil no cred That's what we do Am I punching yo chick? Oh shit, that could be true You didn't notice, Tech will be due To stick and poke it, Yes sir we screw She stay on my time You should've never, ever ever let her come and try N9ne Nigga now when you see her, she be bust up smellin' like hotline by number nine"
111409,all-four-walls,2016,gorgon-city,Electronic,"As the minutes turn to hours With the fading of the daylight And a heartbeat full of colour Is turning into black and white It's like every day These four walls are closing in On all you had and all you want And all you love But now all four walls are falling down All four walls (all four walls) Yeah, all four walls are falling down All four walls (all four walls) (All four walls) (All four walls) As the days all pull together In an island of fluorescent lights All the ghosts I see before me Lead me on into the burning night And in every way These four walls are closing in On all you had and all you want And all you love But now all four walls are falling down All four walls (all four walls) Yeah, all four walls are falling down All four walls (all four walls) All you have, all you hold All you love (all four walls) All you have, all you hold All you hold, all you love (all four walls) All you have, all you hold All you love All you have, all you hold All you hold, all you love But now all four walls are falling down All four walls (all four walls) Yeah, all four walls are falling down All four walls (all four walls) All four walls are falling down All four walls (all four walls) Yeah, all four walls are falling down All four walls (all four walls)"
111408,all-four-walls-zdot-remix,2016,gorgon-city,Electronic,"As the minutes turn to hours With the fading of the daylight And a heartbeat full of colour Is turning into black and white It's like every day These four walls are closing in On all you had and all you want And all you love But now all four walls are falling down All four walls (all four walls) Yeah, all four walls are falling down All four walls (all four walls) (All four walls) (All four walls) As the days all pull together In an island of fluorescent lights All the ghosts I see before me Lead me on into the burning night And in every way These four walls are closing in On all you had and all you want And all you love But now all four walls are falling down All four walls (all four walls) Yeah, all four walls are falling down All four walls (all four walls) All you have, all you hold All you love (all four walls) All you have, all you hold All you hold, all you love (all four walls) All you have, all you hold All you love All you have, all you hold All you hold, all you love But now all four walls are falling down All four walls (all four walls) Yeah, all four walls are falling down All four walls (all four walls) All four walls are falling down All four walls (all four walls) Yeah, all four walls are falling down All four walls (all four walls)"
