index,song,year,artist,genre,lyrics
93694,a-couple-dollars,2016,apollo-brown,Hip-Hop,"[Intro  Skyzoo] We just wanted to live They told us that countin' up somethin' Seems the only way you can live Swear to God we just wanted to live They told us that countin' up somethin' Seems the only way you can live [Verse 1  Skyzoo] In love with a mattress that was somewhat outta place Where due to old habits it can double as a Chase Talkin' major key, let it cut you out a case And tryna run the city 'til it run you outta state Told us all of this is straight, and it's worth what you wait on Starin' at the exit like ""yo I ain't tryna stay long"" Kitchen table decorator situate a plate on JeÃ…Â›us heavy is the head the crown lay on But all of this straight Runnin' outta state is what you play for and stay for To turn to what you leave for, get your 16 on Like talkin' mic check, throw the beat on Or talkin' 'bout a key but being 20 OZ short 16 ain't enough, Andre features As quick as you can be on, you'll be gone Waiting on a detour, couple U-turns to where you belong At best you can get your sight see on[Hook  Skyzoo] Just need a couple dollars A couple dollars baby Bet you I can plug 'em Til the wallet dropping babies Just need a couple dollars A couple dollars baby Told if I can get 'em All of them will save me Saved in a drop top BM Right side, DM All praise due up Tell him when I see him Started with a couple dollars baby Was told if I can get 'em All of them will save me It's off a couple dollars [Verse 2  Skyzoo] And it sounds like beautiful like the truth Like ""she bad but even more beautiful in the coupe"" And seeing that was seeing all that I would need to pursue The e-class that was used to corner me off the stoop Was as clean as the book that your hand on When you prayed that we stayed away from them anthems Fuck is left for us except for us to go stand on A box with a rope and a bottle of Spade Carpe diem, carpe diem, make it pop it for the day I threw money to jeweler, sneaker box full of change Know me, I'm no better I'm about it the same Cause on a box with a rope is how we got in this frame Now flick it up, one time for 'em, one time for 'em Know it's lit if they in here with the 9 on 'em One time for em, one time for em And the parades lining up along the side for 'em [Hook  Skyzoo] Just need a couple dollars A couple dollars baby Bet you I can plug 'em Til the wallet dropping babies Just need a couple dollars A couple dollars baby Told if I can get 'em All of them will save me Saved in a drop top BM Right side, DM All praise due up Tell him when I see him Started with a couple dollars baby Was told if I can get 'em All of them will save me It's off a couple dollars [Verse 3  Joell Ortiz] As a youngin', had a lot on my plate I ain't finna complain, just had a lot on my plate Razors, 12 12 skinnies and 58s I cooked a 6 deuce and came back with 58 I ain't stressin', I ain't stretch it, I just cheffed it in the butter Orville Redenbacher, had it poppin', word to mother Swervin' under covers, had it local, had it OT Whippin' up P-O-T tryna get to the T-O-P Get in and get out, that's always the plan But all of them bands to a kid in the project who had nothin' so damned Hard to let go from starvin' stomach, hollow with the echo To the hardest Marc Ecko extra large retro MJs before they dropped, but a lot started to drop Stick up kids got the drop, my sneaker box dropped Dropped crack, switched to diesel when some fiends dropped Feds e-droppin' on my drop, got 'em street blocked They dropped by my man's spot so now he locked I drop to both knees prayin' dimes don't get dropped Dropped it all, be the bird locked in the coupe Or take your talent more serious and lock in that booth I chose the latter, and thank God for showin' Joe the ladder Helped me climb through these rhymes Who said I would never matter? Look at me, such a hard act to follow Lookin' forward to tomorrow, you'll never hear me holler [Hook  Skyzoo] Just need a couple dollars A couple dollars baby Bet you I can plug 'em Til the wallet dropping babies Just need a couple dollars A couple dollars baby Told if I can get 'em All of them will save me Saved in a drop top BM Right side, DM All praise due up Tell him when I see him Started with a couple dollars baby Was told if I can get 'em All of them will save me It's off a couple dollars"
343257,action-news,2016,b-o-b,Hip-Hop,"Fire, fire Fire, fire Fire, fire Fire, fire Fire, fire Fire, fire Fire, fire Fire, fire Just in, breaking news Two shooters, reportedly seen on the move Over to you Bob Over to you Uh Bob? Oh shit Yeah, uh Gunshots apparently heard, have all of the parents concerned Such a tragedy that this is happening in such a lovely suburb Police and Chief in high alert, investigators need to search Sources say there were two gunmen but people claim there was a third It's hard to confirm, ""So Bob are people still panicking?"" Yeah but it could have been worse, our sources say this is some type of Religious terrorist hate group with an insatiable thirst ""Signing off, this is Action News, remember you heard it here first"" Fire, fire Fire, fire Fire, fire Fire, fire Fire, fire Fire, fire Fire, fire Fire, fire Fire, fire ""You told me that you were sitting in class this morning and you saw a lot of police. Tell me, tell me how you found out what was going on"" ""Um, well, we found like there was all these people. And we found out because there was, we were like right near the window in our classroom. And like we saw like police officers and we heard them on the roof and in our building"" ""Was everybody crying, scared, wanting their parents to come get them? ""Yeah, they were. And then some people were even like, They kind of, they felt, they got a stomachache"" ""Did you hear any gunshots or anything like that?"" ""Um, well, police officers, like they were, they were kind of, 'Cause there's police officers, like right out the door, like trying to find the guy"" ""Are you okay right now?"" Fire, fire Fire, fire Fire, fire Fire, fire Fire, fire Fire, fire Fire, fire Fire, fire ""To be honest with you, I'm just like, okay let's go get her cellphone activated right now."" ""It's like, go get her cellphone activated right now."" ""To be honest with you, I'm just like, okay let's go get her cellphone activated right now."" ""It's like, 'go get her cellphone activated right now."""
190405,activis,2016,bricc-baby,Hip-Hop,"[Hook] Actavis, Actavis, I'm moving slow-mo Get a pint then crack the pint, I'm pour another four That's that Actavis, Actavis, I'm feeling like four Crack a pint and code a pint, I'm sleepin, no, no, no Posted on the block with the big .44 Kickin' all these pills, I can't sleep no more Posted on the block with the big .44 Chewin' on these pills, I don't sleep no more [Verse 1] Posted at the spot, all I think about is dough If you ain't buyin' drugs, why the fuck you callin' my phone? If you tryna rob me, leave a tag on your toe Shitty Pistol Pete, man I keep a .44 Nigga know I cop 40 How about the car and the blunt I do not ride, I'm a (?) Just hop straight out the Porsche Man I'm a fool with the torch I run 'em down with that torch I run 'em down with that torch I'ma skirt off in the Porsche Copped me some Act', pour a four, ayy Put me a stash in the door, ayy Put me a stash in the floor, ayy Pull out 100 bands, blow it, ayy 200 pints at your door, ayy I get this shit by the crate (lean) I mix that Fanta with grape (lean) Pour in that lean by the eighth, yeah [Hook] Actavis, Actavis, I'm moving slow-mo Get a pint then crack the pint, I'm pour another four That's that Actavis, Actavis, I'm feeling like four Crack a pint and code a pint, I'm sleepin, no, no, no Posted on the block with the big .44 Kickin' all these pills, I can't sleep no more Posted on the block with the big .44 Chewin' on these pills, I don't sleep no more [Interlude] I'm geeked the fuck up right now, six motherfuckin' drugs Geek it up, geek it up, geek it up, I want the Actavis [Verse 2] I got the Act' and I know a cap Sippin' on purp, call it grand-daddy I keep that stick while I'm in traffic Hoppin' out grippin' that automatic (?) that shit automatic (?) move that big (?) I put them blocks in the Trans-Am You try to rob, switch go bam-bam I'm loaded, I'm loaded, I know I am I mix the Perc with the damn Zan I'm booted, I'm Mollied, at the same time I'm on the same drugs that killed Yams Twenty ounce only, can't miss again I get them bricks from a Mexican Posted on block for the handle hand Trap in the mirror get African (?) then painkiller Bitches came in (?) Boxes came in and I stamped them Right to the left, they can't stand it I (?) my Cartier pink So many drugs, don't see My diamonds, they dancin' like Breezy My diamonds on water, no Fiji"
38164,a-donde-voy,2016,cosculluela,Hip-Hop,"(Crazy crazy love) Rondando por mi mente todo el dÃƒÂ­a (Crazy crazy love) Siempre juegas con mi psicologÃƒÂ­a Y yo no puedo olvidarte pero A donde voy Siempre me la encuentro Esa nena me dejÃƒÂ³ loco La miro directo a los ojos Me descontrolo y yo no sÃƒÂ© quÃƒÂ© hacer Baby girl A donde voy Siempre me la encuentro Esa nena me dejÃƒÂ³ loco La miro directo a los ojos Me descontrolo y yo no sÃƒÂ© quÃƒÂ© hacer Baby girl El que sabe, sabe Ese booty en el mahon no cabe Cada vez que me la encuentro termino grave Es imposible hablar con ella sin que me trabe Dice que soy el que tiene la llave Su mirada impacta, medidas exactas De los pies a la cabeza, la muÃƒÂ±eca sigue intacta De atracciÃƒÂ³n fatal, es algo literal El que la mira sufre, y goza el que puede tocar De solo mirarnos, ambos proyectamos algo Que lo comenzamos va ser para largo Ya en serio, haciÃƒÂ©ndolo todo a criterio Este juego nos va a llevar el cementerio Falta con mirarnos para desearnos Y convertir en fuego toda esta pasiÃƒÂ³n Sin lugar a dudas entre los dos creamos Ese laberinto que nos encerrÃƒÂ³ PasÃƒÂ³ el tiempo y decidimos olvidarlo Pero esa no fue la mejor decisiÃƒÂ³n Ahora no sÃƒÂ© cÃƒÂ³mo borrar el pasado, porque A donde voy Siempre me la encuentro Esa nena me dejÃƒÂ³ loco La miro directo a los ojos Me descontrolo y yo no sÃƒÂ© quÃƒÂ© hacer Baby girl A donde voy Siempre me la encuentro Esa nena me dejÃƒÂ³ loco La miro directo a los ojos Me descontrolo y yo no sÃƒÂ© quÃƒÂ© hacer Baby girl IncreÃƒÂ­ble postura Su cuerpo es como una escultura Y el pelo lacio exactamente en la cintura Sin novio, la quieren y le tienen odio Porque llega y se le pegan como el microbio En persona, el que la toca, se obsesiona En la cama, un movimiento que impresiona Reacciona, ella sigue de blanco perla TÃƒÂ­renle con todo que nadie puede convencerla Yo intento olvidarla y mÃƒÂ¡s me la encuentro Busco enfocarme en otra cosa y no me concentro En este laberinto ambos estamos en el centro Yo busco salir pero por donde sales yo entro Yo ni me rindo porque esto ya se fue por la window Pero despertar a tu lado suena lindo Quisiera revivirte los deseos para mandÃƒÂ¡rtelos de nuevo Sin brincar ningÃƒÂºn detalle QuÃƒÂ© puedo decir sin que te suene en broma Tengo ganas de ti y no dejas que te coma Tu sonrisa delata que estas juguetona Te empezas a convertir de gatita a leona Mami tÃƒÂ­rele bye bye Mami tÃƒÂ­rele bye bye No subestimes el destino si no sabes lo que trae Mami tÃƒÂ­rele bye bye Mami tÃƒÂ­rele bye bye Si nos decimos adiÃƒÂ³s maÃƒÂ±ana tÃƒÂº vuelves y caes A donde voy Siempre me la encuentro Esa nena me dejÃƒÂ³ loco La miro directo a los ojos Me descontrolo y yo no sÃƒÂ© quÃƒÂ© hacer Baby girl A donde voy Siempre me la encuentro Esa nena me dejÃƒÂ³ loco La miro directo a los ojos Me descontrolo y yo no sÃƒÂ© quÃƒÂ© hacer Baby girl (Crazy crazy love) Y aun estando con Montana, fumando libras de mari, hey (Crazy crazy love) Mega con Frank Fussion hizo otro acto de apariciÃƒÂ³n (Crazy crazy love) Dimelo dijo, Rebel (Crazy crazy love) Y el PrincÃƒÂ­ (Crazy crazy love) Rotweilers Inc DÃƒÂ­melo Echo TÃƒÂº sabes que esto es un palo encima del otro Que no te duela Es Daddy Yankee, Cosculluela Los creadores de las dos escuelas Crazy crazy love"
268183,advent-hymn,2016,christy-nockels,Hip-Hop,Christ whose glory fills the skies Christ the everlasting light The sum of righteousness arise And triumph o're these shades of night Come thou long awaited one In the fullness of your love And loose this heart bound up by shame And I will never be the same So here I wait in hope of you All my soul's longing through and through Dayspring from on high be near Day Star in my heart appear Dark and cheerless is the morn Until your love in me is born And joyless is the evening song Until Emmanuel has come So here I wait in hope of you All my soul's longing through and through Dayspring from on high be near Day Star in my heart appear So here I wait in hope of you All my soul's longing through and through Dayspring from on high be near Day Star in my heart appear
332061,afford-my-love,2016,dreezy,Hip-Hop,"You think that you're such a player I see just what you are made of I'm not that easy You should know Dreezy Make me believe it Boy I gotta see it Because you got it like that I'm s'posed to react to everything that you sayin' Since you got it like that You say you spend racks then boy you better be payin' I'm just sayin' that you can save it, yeah 'Cause you can't afford my love Run the block to the top, know they finna flop Takin' shots of Ciroq, walking with a knot Independent, I might just leave 'em offended I spin him when he spending and I won't miss him when I finish And it's pimps in the venue, shrimps on the menu Where the thugs at? Throw your sets up if it's in you All designer on me, you'd never know what I been through I see you in your rental, call me when you official You say you got a smart mouth and a mean walk I say you got a big wallet, blow some G's off My ladies with they own bag, yeah I see y'all You a needy bitch, no I wouldn't wanna be y'all Too many niggas they come at me on the daily Say let's get dinner but pockets slimmer than Shady Just 'cause I firt with you that don't mean you can date me I might like him but could never be his lady, yeah You think that you're such a player I see just what you are made of I'm not that easy You should know Dreezy Make me believe it Boy I gotta see it Because you got it like that I'm s'posed to react to everything that you sayin' Since you got it like that You say you spend racks then boy you better be payin' I'm just sayin' that you can save it, yeah 'Cause you can't afford my love I said ooh, is you knowledge proof? Is you dumb or somethin'? Oh really girl, what's your move? You ain't sour, you ain't sweet I beat down blocks and beat down freaks In sheets, laminating your sheets In to your lower crevice, I wrestle her straight to sleep Ooh, hit it like a champion Ooh, hashtag MCM Ooh ooh, shawty I'm the best dressed Got the type of sex turn your man to your best friend You think that you're such a player I see just what you are made of I'm not that easy You should know Dreezy Make me believe it Boy I gotta see it Because you got it like that I'm s'posed to react to everything that you sayin' Since you got it like that You say you spend racks then boy you better be payin' I'm just sayin' that you can save it, yeah 'Cause you can't afford my love I told him, hold up Back up like you parking Light skinned or dark skinned, don't stop me while I'm sparking I might look expensive but I'm never up for bargain And I'm looking for a shot caller like he bartend You wouldn't know a lady if she was in front of you That's why you always end up with a chick that's under you That's why I make you grab one or two drinks I get 'em before you blink then cut 'em off like a summer dew Yeah, and I swear I got 'em too mad Now he be all up on my line like why you do that? You can't impress me with no money, thought you knew that Niggas only going for the wave like a durag Too many people, they come at me on the daily He take you home and you find out he got a baby Just 'cause I flirt with you that don't mean you can date me I might like him but could never be his lady, yeah You think that you're such a player I see just what you are made of I'm not that easy You should know Dreezy Make me believe it Boy I gotta see it Because you got it like that I'm s'posed to react to everything that you sayin' Since you got it like that You say you spend racks then boy you better be payin' I'm just sayin' that you can save it, yeah 'Cause you can't afford my love My love, my love, not my love No not my love"
153438,afraid-with-you,2016,christon-gray,Hip-Hop,"I'm not afraid to watch you go I'm not afraid to watch you leave (ba da dada) I'm not afraid to say goodbye And I'm not afraid to set you free It's one in the morning and I'm tryna ignore it But this problem isn't going away I'm tried of fighting and I'm tired of writing So hard to find the words to say I'm not afraid of the games that we'll play Afraid of us fading away With the ups and the downs we've been through I'm so afraid of the way I love you I can't explain what I don't know I can't explain what it's gonna be (ba da dada) With all this pain I love you so As long as it ends with you and me Two in the morning, I don't know what I'm doing This problem isn't going away I'm tired of fighting and I'm tired of writing So hard to find the words to say I'm not afraid of the games that we'll play I'm not afraid of us fading away I'm not afraid that you'll always be true But I'm afraid of the way I love you But I don't want to see you go I don't wanna watch you leave (ba da dada) I'm giving up on all my pride So I can give you all of me It's three in the morning I'm trying to ignore it The problem isn't gone away So I keep on fighting and I keep on writing Till I find the words to say I'm not afraid of the games that we'll play I'm not afraid of us fading away I'm not afraid that you'll always be true But I'm afraid of the way I love you One thing better, than being afraid with you One thing better, than being afraid with you The thing that's better than being afraid with you Is getting better"
309720,afrikan-history-x,2016,dosseh,Hip-Hop,"Je voulais juste une Bugatti Je voulais juste une Bugatti Faire du gros biff, le claquer sur les grandes avenues de Floride ou d'Cali Je voulais juste une Bugatti Je voulais juste une Bugatti Je viens du peuple le plus haÃƒÂ¯, je viens de la terre la plus salie Je peux te le jurer sur ma vie, Yuri n'a jamais trahi Je voulais juste une Bugatti, Lamborghini Ferrari Je voulais pas de nouveaux amis, je les vois tous ils font crari Toutes ces tchoins me veulent pour mari Me guettent dans le pe-cli, voient le prix de mes habits Je voulais juste une Bugatti Je voulais juste une Bugatti Double R Maserati, et vous m'en verrez ravi Je voulais juste une Bugatti et je m'en tape de vos avis Lamborghini Ferrari, est-ce donc bien ÃƒÂ§a le paradis? Yeah hoe, yeah hoe, yeah hoe, yeah hoe Le systÃƒÂ¨me nous a eu et moi le premier C'est bien assurÃƒÂ© que je sois trop occupÃƒÂ© ÃƒÂ  courir aprÃƒÂ¨s cet argent pour survivre Je suis obnubilÃƒÂ© par les deniers Parfois je repense ÃƒÂ  quand les gre-nÃƒÂ¨ se faisaient crever pour du parler de pierres Mais enculÃƒÂ© qu'est-ce que tu viens me parler de paix? Que Dieu leur pardonne le mal qu'ils ont fait Nous ont menti sur la taille de l'Afrique, rÃƒÂ©duisent mon peuple ÃƒÂ  la taille de sa bite Je t'ai dÃƒÂ©jÃƒÂ  dit, je suis prÃƒÂªt ÃƒÂ  fumer les miens pour les libÃƒÂ©rer du mal qui les habite Tous ces nÃƒÂ©gros veulent ÃƒÂ©viter la pluie mais c'est dans des maisons en feux qu'ils s'abritent L'esprit du pÃƒÂ¨re, tous sans repÃƒÂ¨res ÃƒÂ  chercher entre le Coran et la Bible Igo j'ai des res-frÃƒÂ¨ blancs et rebeux malgrÃƒÂ© ce que leurs ancÃƒÂªtres ont fait aux miens Laisse moi donc tirer sur ce joint de beuh, je veux juste tout oublier, me mettre bien C'est sur mon histoire que le monde entier chie, la fiertÃƒÂ© qui dort, la manger aux chiens Des fois je ralentis et je relativise, pense ÃƒÂ  ce que peut ressentir un amÃƒÂ©rindien J'ai de plus en plus de mal avec l'ÃƒÂªtre humain Plus je connais les hommes, plus j'aime les femmes Plus je connais les femmes et plus je me rends compte De ce que vaut la loyautÃƒÂ© de mon dogue argentin (Woof!) La putain de sa mÃƒÂ¨re, j'pÃƒÂ¨te un ble-cÃƒÂ¢ Par toutatis, tonnerre de Zeus Quand on est bon est-ce par amour du bien ou juste par peur de la colÃƒÂ¨re de Dieu? Yeah hoe, yeah hoe, yeah hoe, yeah hoe Je voulais juste une Bugatti Je voulais juste une Bugatti Faire du gros biff, le claquer sur les grandes avenues de Floride ou d'Cali Je voulais juste une Bugatti Je voulais juste une Bugatti Je viens du peuple le plus haÃƒÂ¯, je viens de la terre la plus salie Je peux te le jurer sur ma vie, Yuri n'a jamais trahi Je voulais juste une Bugatti, Lamborghini Ferrari Je voulais pas de nouveaux amis, je les vois tous ils font crari Toutes ces tchoins me veulent pour mari Me guettent dans le pe-cli, voient le prix de mes habits Yeah hoe La nuit je dors plus, me pose pleins de questions (J'rÃƒÂ©flÃƒÂ©chis, rÃƒÂ©flÃƒÂ©chis) J'crois que les coups de fouets nous ont tuÃƒÂ© le caisson (on flÃƒÂ©chit, on flÃƒÂ©chit) Chaque fois que j'nous regarde'zer j'prends un coup de pression J'vois la terre mÃƒÂ¨re se faire brouter l'fion J'ai compris que nos premiers ennemis se trouvaient parmi nous Prends la vie comme elle vient, si ÃƒÂ§a t'chante j'la prends par l'minou J'croyais rapper pour la cause, avant j'ÃƒÂ©tais naÃƒÂ¯f Mais trop de ces blackos voulaient ÃƒÂªtre calife ÃƒÂ  la place du calife Y a pas de noir, y a pas de blanc, y a que des riches, des vres-pau, des forts et des faibles Pas d'homme au dessus de l'homme, j'pense qu'on a juste dÃƒÂ» enchaÃƒÂ®ner trop de grosses dÃƒÂ©faites Pour bomber le torse pas besoin de porter un t-shirt ""noir et fier"" Moi j'veux faire la guerre, niquer des mÃƒÂ¨res, disposer de nos systÃƒÂ¨mes bancaires Skurrrrt Mais pour l'heure, j'veux Faire du gros biff, le claquer sur les grandes avenues de Floride ou d'Cali Je voulais juste une Bugatti Je voulais juste une Bugatti Je viens du peuple le plus haÃƒÂ¯, je viens de la terre la plus salie Je peux te le jurer sur ma vie, Yuri n'a jamais trahi Je voulais juste une Bugatti, Lamborghini Ferrari Je voulais pas de nouveaux amis, je les vois tous ils font crari Toutes ces tchoins me veulent pour mari Me guettent dans le pe-cli, voient le prix de mes habits Je voulais juste une Bugatti Je voulais juste une Bugatti Double R Maserati, et vous m'en verrez ravi Je voulais juste une Bugatti et je m'en tape de vos avis Lamborghini Ferrari, est-ce donc bien ÃƒÂ§a le paradis?"
351053,after-coachella,2016,cashmere-cat,Hip-Hop,"[Pre-Chorus  MÃƒÂ˜] I know, I know, I know, I know You'll never be mine I know, I know, I know, I know, yeah You'll never be mine [Chorus  MÃƒÂ˜] I like the way your body moves, uh I like the way you spread confusion I like the way my heart is bloomin' On and on, you'll never be mine I like the way your body moves, uh I like the way you spread confusion I like the way my heart is bloomin' On and on, you'll never be mine [Instrumental Break  MÃƒÂ˜] You'll never be mine [Verse  MÃƒÂ˜] I'll be waitin', I'll be, I'll be I'll be waitin', no, you'll never be mine [Pre-Chorus  MÃƒÂ˜] I know, I know, I know, I know You'll never be mine I know, I know, I know, I know, yeah You'll never be mine [Chorus  MÃƒÂ˜] Yeah, I like the way your body moves, uh I like the way you spread confusion I like the way my heart is bloomin' On and on, you'll never be mine [Instrumental Break  MÃƒÂ˜] You'll never be mine No, you'll never be mine [Chorus  MÃƒÂ˜] I like the way your body moves, uh I like the way you spread confusion I like the way my heart is bloomin' On and on [Outro  MÃƒÂ˜ + SOPHIE] And on and on, and on and on And on and on, and on and on Oh yeah, you'll never be mine And on and on, and on and on And on and on, and on and on And on and on, and on and on"
56699,again-explicit,2016,dave-east,Hip-Hop,"Fuck your bitch, and never talk again (never) If he don't die he'll never walk again He'll never walk again I got my focus up, I got my paper straight I got my paper straight The whole club turn around when I'm walking in Fuck your bitch, and never talk again (Harlem) Niggas talkin', they ain't making sense (nah) Brand new foreign, bet it make 'em sick Ain't gotta say a word, just to take your bitch I'm from Harlem, hustlin' will make me rich (East side) A hundred nights, I made a hundred flips Hit the club, and all the bitches wanna strip Put some money on your head, if you wanna diss She suck my dick, and then she wanna kiss Must be out your mind, or on some shit (crazy) Sak's fifth, got me on my shit Niggas hatin' on me, they be on my dick Took a couple verses just to flood the wrist (Rollie) R.I.P. my cousin Freaky niggas took him from me I just want the money (I just want the money) Never taking nothing from me niggas in they feelings, probably on they monthly I was in the trap with cocaina and some baggies probably with some junkies (facts) Now I chill across the water, do it for my daughter, dare a nigga touch me I done seen a nigga get a 1 to 3, and tell on everybody with him I done seen a nigga robbing niggas that he know for pennies shit ridiculous (damn) Niggas love to say they will do your homework on them niggas giving statements I'm smoking Cubans on vacation My plug in Cuba but he Haitian Sak pase, I need a spot today Nigga with a attitude, I ain't Dr. Dre My youngin' got a lot to make your heart stop today Think of Chinx when I'm in Far Rockaway Fuck your bitch, and never talk again If he don't die I'll never walk again I got my focus up, I got my paper straight The whole club turn around when I'm walking in Pay my lawyer just in case they wanna pin the case up on me and they offer 10 (dime) Valet driver going start the whip Get your money, they just talking shit Fuck your bitch, and never talk again (never) If he don't die I'll never walk again I got my focus up, I got my paper straight The whole club turn around when I'm walking in Pay my lawyer just in case they wanna pin the case up on me and they offer 10 (ten) Valet driver going start the whip (get the car) Get your money, they just talking shit I got a pound of the tree smoke Break it down to the ground, only thing I ever follow is the G-code Niggas brand new cars getting repo'd Same ones acting tough getting Deebo'd Ask your man about my shit, bet you he know Hottest young nigga on the east coast Sliding up Lennox, me and three niggas Looking like gutter, me and G-Money he ain't even know Got a Glock-19 in my peacoat My building keep complaining about the weed smoke I'm tryna make a million off a mixtape Stash in the whip where the heat go Bad little bitch tryna deep throat I told her ain't no way you fitting all this This ain't sour D, what you call this? This ain't Actavis, what you call this? The spot look funny? Make a call quick If she on my dick then we all hit Out of town on my running through the mall shit And I ain't get you in the summer, put you on my fall list Mid town pent house like a fortress Every time they see my face they get nauseous Down town condo, shit flawless They ain't coming in the crib, they ain't gorgeous Fuck your bitch, and never talk again (never talk) If he don't die I'll never walk again (never walk) I got my focus up, I got my paper straight (focus) The whole club turn around when I'm walking in (who dat) Pay my lawyer just in case they wanna pin the case up on me and they offer 10 (dime) Valet driver going start the whip (get the car) Get your money, they just talking shit Fuck your bitch, and never talk again (ain't talk) If he don't die I'll never walk again (ain't walk) I got my focus up, I got my paper straight The whole club turn around when I'm walking in Pay my lawyer just in case they wanna pin the case up on me and they offer 10 (dime) Valet driver going start the whip Get your money, they just talking shit Get your money they just talking shit"
208322,agust-d,2016,agust-d,Hip-Hop,"Agust D Lyrics English they call me new thang here's some stuff from a new recruit, so get 'em whole world, concert we quite fly Asiana Asia you could be my new thang nothing like those lazy bros revolt from a celebrity, damn only the strong can mess with me some say I made it too easy fuck you I'm a pain in yo' ass too far from the sugar to be honest ""SSaihanuwar"" is embarrassing now I sell half million a year this k-pop category ain't enough size for me whoo yea if you wanna go faster then make a reservation for a first class my seat is business you economy always behind me and kissing my ass next up is the Billboard Brazil to New York I'm about to burn this passport A to the G to the U to the STD I'm d boy because I'm from D I'm a freak lunatic on the beat I rap and ya'll get turned on by ma tongue technology A to the G to the U to the STD x 3 ya'll get turned on by ma tongue technology I haunt down those who copy the copiers get 'em down no matter who the fuck they are a bum or a wack and I fack and I carve the history on this ground rappers so beat I always get to fat dick 'em me so fly bros are sick of me jealousy and whining making all this noise hey ho I don't give a fuck when you fuck around you simply dig a hole to bury yourself alive hey ho you can't take me all ya fried rappers should be thankful for I am an idol cause I'm busy I'm busy 24/7 uh uh don't need no break go have some fun among you latecomers jealous and childish you scream yet you don't know shit paris to new york damn ain't got no empty slot in my calendar A to the G to the U to the STD I'm d boy because I'm from D I'm a freak lunatic on the beat I rap and ya'll get turned on by ma tongue technology A to the G to the U to the STD x 3 ya'll get turned on by ma tongue technology I'm sorry I mean it I am It's me who took your shit sorry boy I'm sorry watch the anger good health is all you got now mom's gonna be upset when you lose it I'm sorry change your career the way you fuck things up got some class there boy I'm sorry I mean it I am how your rapper is not as good as me A to the G to the U to the STD I'm d boy because I'm from D I'm a freak lunatic on the beat I rap and ya'll get turned on by ma tongue technology Agust D Romanization they call me new thang sin-byeong wat-da ji-meul ba-deo whole world, concert kkwae meo-ki-neun Asian you could be my new thang geun-mu-tae-man hyeong-deul-gwa-neun dal-leo yu-myeong-i-nui ha-geuk-sang damn ssen nom-man deom-byeo eo-tteon ni-neun nae-ga i ja-ril swip-ge an-jat-da-go hae fuck you nan seong-gong-gwa geo-ri-ga meon hyeong-deul sa-i nu-net-ga-si-ne sol-ji-ki ssa-i-ha-nu-wol jjok-pal-lyeo i-je il-lyeo-ne o-sib-man-jang pa-reo k-pop i-ran ka-te-go-ri nal dam-gi-e-neun sa-i-jeu-ga dal-leo whoo geu-rae ap-seo ga-go sip-da-myeon first class ye-ya-kae-bwa my seat is business neon ni-ko-no-mi pyeong-saeng nae dwi-ji kissing my ass da-eum mok-pyo-neun bil-bo-deu brazil to new york kkwae swil teum meom-neun nae passport A to the G to the U to the STD I'm d boy because I'm from D nan mi-chin-nom bi-teu wi-ui ru-na-tik rae-beu-ro hong-kong-eul bo-nae-neun my tongue technology A to the G to the U to the STD x 3 hong-kong-eul bo-nae-neun my tongue technology nan be-kki-neun geol be-kki-neun no-meul ja-ba-da-ga hu-bae-deun seon-bae-deun je-kki-neun nom nom-paeng-i-deun nae-ga wacki-deun facki-deun nyeok-sa-reul ba-da-ge sae-gi-neun nom tto jae-mi-do eom-neun laep-peo-deul sa-i-e-seo neul lam-deul-bo-da deo chaeng-gi-neun mok jal-la-ga-neun deo-ge bap-geu-reut ppaet-gil hyeong-deu-rui si-gi jil-tu deo-ge saeng-gi-neun so-eum hey ho nan jot-do sang-gwan nan hae ni-ga gae sap-jil-hal ttae gan-dan-ha-ge ni-ga pan mu-deo-me neol saeng-mae-jang-ha-ne hey ho neo-nen na gam-dang an dwae yak-jil-ha-neun da-su-ui raep-peo-deul lae-ga a-i-do-ri-ran geo-se gam-sa-ha-gil cause I'm busy I'm busy 24/7 swi-gin mwol swi-ni i-mi si-gil lo-chin ni kki-ri-kki-ri no-ra-ju-gil si-gi-wa chi-gi-man na-meun ja-deu-rui gok-seong mwo-si jung-heon-ji-reul mol-la paris to new york damn swil teum meom-neun nae seu-ke-jul A to the G to the U to the STD I'm d boy because I'm from D nan mi-chin-nom bi-teu wi-ui ru-na-tik rae-beu-ro hong-kong-eul bo-nae-neun my tongue technology A to the G to the U to the STD x 3 hong-kong-eul bo-nae-neun my tongue technology I'm sorry jin-si-mi-ya mi-an-hae ni bap-geu-reut ppae-seun ge na-ra-seo na mi-an-hae boy I'm sorry bun-no-neun ji-yang-hae yu-il-han ja-san geon-gang i-reu-myeon ni eom-ma sok-sang-ha-syeo I'm sorry ji-geo-beul jeon-hyang-hae sap-jil-ha-neun ge ye-sat po-mi a-nya jeon-hyang-hae boy I'm sorry jin-si-mi-ya mi-an-hae ni raep-peo-ga na bo-da mo-ta-neun geo-se dae-hae A to the G to the U to the STD I'm d boy because I'm from D nan mi-chin-nom bi-teu wi-ui ru-na-tik rae-beu-ro hong-kong-eul bo-nae-neun my tongue technology"
